SCH Number,Lead Agency Name,Lead Agency Title,Lead Agency Acronym,Document Title,Document Type,Received,Posted,Document Description,Document Portal URL,Project Title,Contact Full Name,Contact Authority,Contact Job Title,Contact Email Address,Contact Address  1,Contact Address  2,Contact City,Contact State,Contact Zip Code,Contact Phone Number,Location Coordinates,Cities,Counties,County Clerks,Location Cross Streets,Location Zip Code,Location Total Acres,Location Parcel Number,Location State Highways,Location Waterways,Location Airports,NOC Has Non Late Comment,NOC State Review Start Date,NOC State Review End Date,NOC Development Type,NOC Local Action,NOC Project Issues,NOC Public Review Start Date,NOC Public Review End Date,NOE Exempt Status,NOE Exempt Citation,NOE Reasons for Exemption,NOD Agency,NOD Approved By Lead Agency,NOD Approved Date,NOD Significant Environmental Impact,NOD Environmental Impact Report Prepared,NOD Negative Declaration Prepared,NOD Other Document Type,NOD Mitigation Measures,NOD Mitigation Reporting Or Monitoring Plan,NOD Statement Of Overriding Considerations Adopted,NOD Findings Made Pursuant,NOD Final EIR Available Location
1994021005,"Lancaster, City of",City of Lancaster,,"L.A. COUNTY FIRE STATION 129, BATTALION HEADQUARTERS",NEG,2/2/1994,,,https://ceqanet.opr.ca.gov/1994021005,"L.A. COUNTY FIRE STATION 129, BATTALION HEADQUARTERS",SUSAN BARNETT,LANCASTER REDEVELOPMENT AGENCY FOR LA CO. FIRE DEP,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,2/2/1994,3/4/1994,,,,,,,,,,,,,,,,,,,,
1993061042,"Lancaster, City of",City of Lancaster,,LANCASTER SHERIFF'S STATION,EIR,10/15/1993,,"49,103 SF SHERIFF'S STATION",https://ceqanet.opr.ca.gov/1993061042/2,LANCASTER SHERIFF'S STATION,SUSAN BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236000,,Lancaster,Los Angeles,,,,,,,,,No,10/15/1993,11/29/1993,Residential,,,,,,,,,,,,,,,,,,,
1993061042,"Lancaster, City of",City of Lancaster,,LANCASTER SHERIFF'S STATION,NOP,6/17/1993,,"49,103 SF SHERIFF'S STATION",https://ceqanet.opr.ca.gov/1993061042,LANCASTER SHERIFF'S STATION,SUSAN BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236000,,Lancaster,Los Angeles,,,,,,,,,No,6/17/1993,7/16/1993,Residential,,,,,,,,,,,,,,,,,,,
1992103039,"Lancaster, City of",City of Lancaster,,JOHNSON COASTAL DEVELOPMENT PERMIT CDP-11-92,NOD,12/2/1992,12/2/1992,ELIMINATE BLIGHT CONDITIONS,https://ceqanet.opr.ca.gov/1992103039/2,JOHNSON COASTAL DEVELOPMENT PERMIT CDP-11-92,JON D. HUFFMAN,"URBAN FUTURES, INCORPORATED",N/A,,"801 EAST CHAPMAN AVE, STE 106",,FULLERTON,CA,92631,7147384277,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,,Yes,,,Yes,
1991121065,"Lancaster, City of",City of Lancaster,,DEL SUR RANCH SUPPLEMENTAL EIR,EIR,10/7/1992,,680 DWELLING UNITS ON 214 ACRES,https://ceqanet.opr.ca.gov/1991121065/2,DEL SUR RANCH SUPPLEMENTAL EIR,BRIAN LUDICKE,CITY OF LANCASTER,N/A,,,,,,,8057236113,,Lancaster,Los Angeles,,,,,,,,,No,10/7/1992,11/20/1992,Residential,,Aesthetics,,,,,,,,,,,,,,,,,
1992081018,"Lancaster, City of",City of Lancaster,,Lancaster Redevelopment Project No. 7,EIR,9/25/1992,,LANCASTER REDEVELOPMENT AGENCY,https://ceqanet.opr.ca.gov/1992081018/2,2005 Amendment to the Redevelopment Plan for the Lancaster Redevelopment Project Area No. 7,RUSSELL WATSON,LANCASTER REDEVELOPMENT AGENCY,N/A,,,,,,,7149457811,,,,,,,,,,,,No,9/25/1992,11/9/1992,Residential,,Aesthetics,,,,,,,,,,,,,,,,,
1992102107,"Lancaster, City of",City of Lancaster,,GENERAL PLAN AMENDMENT 92-03,NOD,8/24/1992,8/24/1992,GENERAL PLAN AMENDMENT,https://ceqanet.opr.ca.gov/1992102107,GENERAL PLAN AMENDMENT 92-03,DAVID LEDBEETTER,LANCASTER CITY,N/A,,444933 N. FERN AVENUE,,LANCASTER,CA,93534,8057236100,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,
1992102021,"Lancaster, City of",City of Lancaster,,LAGUNA VEGA NORTH P91-252,NOD,8/11/1992,8/11/1992,PROGRAMS TO REDUCE AND DIVERT WASTE FROM LANDFILL DISPOSAL,https://ceqanet.opr.ca.gov/1992102021,LAGUNA VEGA NORTH P91-252,SUSAN BARNETT,DEPT OF PUBLIC WORKS CITY OF LANCASTER,N/A,,44933 NORTH FERN AVE,,LANCASTER,CA,93534,,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,
1992081018,"Lancaster, City of",City of Lancaster,,Lancaster Redevelopment Project No. 7,NOP,8/7/1992,,LANCASTER REDEVELOPMENT AGENCY,https://ceqanet.opr.ca.gov/1992081018,2005 Amendment to the Redevelopment Plan for the Lancaster Redevelopment Project Area No. 7,RUSSELL WATSON,LANCASTER REDEVELOPMENT AGENCY,N/A,,,,,,,7149457811,,,,,,,,,,,,No,8/7/1992,9/8/1992,Residential,,Aesthetics,,,,,,,,,,,,,,,,,
1992071001,"Lancaster, City of",City of Lancaster,,"CASH CONTRACT NO. 227, AMARGOSA CREEK IMPROVEMENT PROJECT",NEG,7/1/1992,,AMARGOSA CREEK IMPROVEMENTS,https://ceqanet.opr.ca.gov/1992071001,"CASH CONTRACT NO. 227, AMARGOSA CREEK IMPROVEMENT PROJECT",SUSAN BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,7/1/1992,7/31/1992,Residential,,,,,,,,,,,,,,,,,,,
1992061037,"Lancaster, City of",City of Lancaster,,CITY LANCASTER SRRE & HHWE,NEG,6/12/1992,,SRRE AND HHWE,https://ceqanet.opr.ca.gov/1992061037,CITY LANCASTER SRRE & HHWE,SUSAN J. BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Los Angeles,Los Angeles,,,,,,,,,No,6/12/1992,7/13/1992,,,"Air Quality, Hazards & Hazardous Materials, Solid Waste, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1992041007,"Lancaster, City of",City of Lancaster,,"SIERRA HIGHWAY, CASH CONTRACT 202",NEG,4/3/1992,,WIDEN AND RECONSTRUCT SIERRA HIGHWAY,https://ceqanet.opr.ca.gov/1992041007,"SIERRA HIGHWAY, CASH CONTRACT 202",JOHN PARSONS,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,             15,,,,,No,4/3/1992,5/4/1992,Residential,,"Drainage/Absorption, Geology/Soils, Public Services, Transportation",,,,,,,,,,,,,,,,,
1992041008,"Lancaster, City of",City of Lancaster,,TIERRA BONITA PARK,NEG,4/3/1992,,TIERRA BONITA PARK,https://ceqanet.opr.ca.gov/1992041008,TIERRA BONITA PARK,JOHN PARSONS,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,4/3/1992,5/4/1992,Residential,Site Plan,"Aesthetics, Air Quality, Cultural Resources, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Recreation, Schools/Universities, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1991121065,"Lancaster, City of",City of Lancaster,,DEL SUR RANCH SUPPLEMENTAL EIR,NOP,12/18/1991,,680 DWELLING UNITS ON 214 ACRES,https://ceqanet.opr.ca.gov/1991121065,DEL SUR RANCH SUPPLEMENTAL EIR,BRIAN LUDICKE,CITY OF LANCASTER,N/A,,,,,,,8057236113,,Lancaster,Los Angeles,,,,,,,,,No,12/18/1991,1/17/1992,Residential,,Aesthetics,,,,,,,,,,,,,,,,,
1990011120,"Lancaster, City of",City of Lancaster,,CITY OF LANCASTER GENERAL PLAN UPDATE,EIR,12/13/1991,,UPDATE OF THE CITY OF LANCASTER GENERAL PLAN.,https://ceqanet.opr.ca.gov/1990011120/2,CITY OF LANCASTER GENERAL PLAN UPDATE,DAVID L. LEDBETTER,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,12/13/1991,1/27/1992,Office,General Plan Update,"Agriculture and Forestry Resources, Geology/Soils, Solid Waste, Transportation",,,,,,,,,,,,,,,,,
1991051023,"Lancaster, City of",City of Lancaster,,AVENUE "L" GRADE SEPARATION,EIR,11/25/1991,,"AVENUE L ACROSS THE SOUTHERN PACIFIC TRANSPORTATION CO. MOJAVE-PALMDALE LINE AND SIERRA HWY IN LANCASTER, L.A. CO.",https://ceqanet.opr.ca.gov/1991051023/2,AVENUE "L" GRADE SEPARATION,SUSAN J. BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,11/25/1991,1/9/1992,Residential,,"Air Quality, Drainage/Absorption, Geology/Soils, Public Services, Transportation",,,,,,,,,,,,,,,,,
1991051023,"Lancaster, City of",City of Lancaster,,AVENUE "L" GRADE SEPARATION,NOP,5/8/1991,,"AVENUE L ACROSS THE SOUTHERN PACIFIC TRANSPORTATION CO. MOJAVE-PALMDALE LINE AND SIERRA HWY IN LANCASTER, L.A. CO.",https://ceqanet.opr.ca.gov/1991051023,AVENUE "L" GRADE SEPARATION,SUSAN J. BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,5/8/1991,6/7/1991,Residential,,"Air Quality, Drainage/Absorption, Geology/Soils, Public Services, Transportation",,,,,,,,,,,,,,,,,
1990010408,"Lancaster, City of",City of Lancaster,,AMENDMENT OF ZONING ORDINANCE CITY OF LANCASTER,FIN,3/28/1991,,ALLOW DEVELOPMENT ON PARCEL OF LAND CURRENTLY ZONED VEGETAT- IVE MANAGEMENT.,https://ceqanet.opr.ca.gov/1990010408/3,AMENDMENT OF ZONING ORDINANCE CITY OF LANCASTER,PAUL OCKER,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,"AVENUES H,I,K,L,M",,"          2,306",,SR14,,AF PLNT 42,No,3/28/1991,,Other,,"Aesthetics, Air Quality, Cumulative Effects, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Recreation, Transportation, Vegetation, Wetland/Riparian, Wildlife",,,,,,,,,,,,,,,,,
1990011009,"Lancaster, City of",City of Lancaster,,SITE 1 ROADWAY AND AMENDMENT TO THE ENVIRONMENTAL/LANCASTER,EIR,2/4/1991,,"ROADWAY EXTENDING 1,500 FEET FROM AVENUE K-8 NORTHERLY THEN WESTERLY TO AN INTERSECTION WITH AVENUE K-4 AT THE NORTH EASTERN CORNER OF NANCY CORY ELEMENTARY SCHOOL.",https://ceqanet.opr.ca.gov/1990011009/2,SITE 1 ROADWAY AND AMENDMENT TO THE ENVIRONMENTAL/LANCASTER,SUSAN BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,"35TH ST, AVENUE K-8",,,3112-001-017,14,,,No,2/4/1991,3/21/1991,Other,General Plan Amendment,"Aesthetics, Air Quality, Cultural Resources, Cumulative Effects, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Recreation, Schools/Universities, Transportation, Vegetation, Wetland/Riparian, Wildlife",,,,,,,,,,,,,,,,,
1990010408,"Lancaster, City of",City of Lancaster,,AMENDMENT OF ZONING ORDINANCE CITY OF LANCASTER,EIR,12/28/1990,,ALLOW DEVELOPMENT ON PARCEL OF LAND CURRENTLY ZONED VEGETAT- IVE MANAGEMENT.,https://ceqanet.opr.ca.gov/1990010408/2,AMENDMENT OF ZONING ORDINANCE CITY OF LANCASTER,PAUL OCKER,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,"AVENUES H,I,K,L,M",,"          2,306",,SR14,,AF PLNT 42,No,12/28/1990,2/11/1991,Other,,"Aesthetics, Air Quality, Cumulative Effects, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Recreation, Transportation, Vegetation, Wetland/Riparian, Wildlife",,,,,,,,,,,,,,,,,
1990011120,"Lancaster, City of",City of Lancaster,,CITY OF LANCASTER GENERAL PLAN UPDATE,NOP,12/5/1990,,UPDATE OF THE CITY OF LANCASTER GENERAL PLAN.,https://ceqanet.opr.ca.gov/1990011120,CITY OF LANCASTER GENERAL PLAN UPDATE,DAVID L. LEDBETTER,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,12/5/1990,1/4/1991,Office,General Plan Update,"Agriculture and Forestry Resources, Geology/Soils, Solid Waste, Transportation",,,,,,,,,,,,,,,,,
1990011009,"Lancaster, City of",City of Lancaster,,SITE 1 ROADWAY AND AMENDMENT TO THE ENVIRONMENTAL/LANCASTER,NOP,10/19/1990,,"ROADWAY EXTENDING 1,500 FEET FROM AVENUE K-8 NORTHERLY THEN WESTERLY TO AN INTERSECTION WITH AVENUE K-4 AT THE NORTH EASTERN CORNER OF NANCY CORY ELEMENTARY SCHOOL.",https://ceqanet.opr.ca.gov/1990011009,SITE 1 ROADWAY AND AMENDMENT TO THE ENVIRONMENTAL/LANCASTER,SUSAN BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,"35TH ST, AVENUE K-8",,,3112-001-017,14,,,No,10/22/1990,11/21/1990,Other,General Plan Amendment,"Aesthetics, Air Quality, Cultural Resources, Cumulative Effects, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Recreation, Schools/Universities, Transportation, Vegetation, Wetland/Riparian, Wildlife",,,,,,,,,,,,,,,,,
1989010281,"Lancaster, City of",City of Lancaster,,LANCASTER BUSINESS PARK SPECIFIC PLAN,EIR,8/17/1990,,"657,122 SQ.FT. COMMERCIAL OFFICE USES; 1,037,902 SQ.FT. LIGHT INDUSTRIAL USES.",https://ceqanet.opr.ca.gov/1989010281/2,LANCASTER BUSINESS PARK SPECIFIC PLAN,BRIAN LUDICKE,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,DIVISION STREET/AVE. K-8,,            168,,14,,USAF PLANT 42,No,8/17/1990,10/1/1990,"Industrial, Office",,"Aesthetics, Air Quality, Cultural Resources, Drainage/Absorption, Economics/Jobs, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Mineral Resources, Noise, Population/Housing, Public Services, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1990010365,"Lancaster, City of",City of Lancaster,,GROUP 2 EIR GPA 889-23 & 50,EIR,6/15/1990,,REQUEST TO SUBDIVIDE 120 ACRES FOR 318 SINGLE FAMILY HOMES REQUEST TO SUBDIVIDE 40 ACRES FOR 160 SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010365/2,GROUP 2 EIR GPA 889-23 & 50,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,6/15/1990,7/30/1990,,,,,,,,,,,,,,,,,,,,
1990010366,"Lancaster, City of",City of Lancaster,,EIR 90-03 GROUP 3 RESIDENTIAL TRACT MAP APPROVALS,EIR,6/15/1990,,"SIX SEPARATE REQUESTS FOR TENTATIVE TRACT MAP APPROVAL SIX REQUESTS FOR GENERAL PLAN AMENDMENTS AND SIX REQUESTS FOR ZONE CHANGES TO ALLOW RESIDENTIAL DEVELOPMENT TO OCCUR AT A MINIMUM LOT SIZE OF 7,000, 8,500 AND 10,000 SQ. FT.",https://ceqanet.opr.ca.gov/1990010366/2,EIR 90-03 GROUP 3 RESIDENTIAL TRACT MAP APPROVALS,CAROL WALDROP,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,70TH AND 90TH STREETS WEST,,,,,,,No,6/15/1990,7/30/1990,,"General Plan Amendment, Land Division (Subdivision, etc.), Rezone","Aesthetics, Agriculture and Forestry Resources, Air Quality, Cultural Resources, Cumulative Effects, Economics/Jobs, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildfire, Wildlife",,,,,,,,,,,,,,,,,
1990010367,"Lancaster, City of",City of Lancaster,,EIR 90-04 GROUP 4 RESIDENTIAL TRACT MAP APPROVAL,EIR,6/15/1990,,"FOUR SEPARATE REQUESTS FOR TENTATIVE TRACT MAP APPROVAL, FOUR REQUESTS FOR GENERAL PLAN AMENDMENTS AND FOUR REQUESTS FOR ZONE CHANGES TO ALLOW RESIDENTIAL DEVELOPMENT TO OCCUR AT A MINIMUM LOT SIZE OF 7,000 AND 10,000 SQ. FT.",https://ceqanet.opr.ca.gov/1990010367/2,EIR 90-04 GROUP 4 RESIDENTIAL TRACT MAP APPROVAL,CAROL WALDROP,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,50TH AND 70TH STREETS WEST,,,,,,,No,6/15/1990,7/30/1990,,"General Plan Amendment, Land Division (Subdivision, etc.), Rezone","Aesthetics, Agriculture and Forestry Resources, Air Quality, Cultural Resources, Cumulative Effects, Economics/Jobs, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildfire, Wildlife",,,,,,,,,,,,,,,,,
1990010368,"Lancaster, City of",City of Lancaster,,"GROUP 5 EIR GPA 89-08, 89-18,22,37,45,51",EIR,6/15/1990,,REQUEST TO SUBDIVIDE SEVERAL SITES FOR THE PURPOSE OF BUILD- ING SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010368/2,"GROUP 5 EIR GPA 89-08, 89-18,22,37,45,51",GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,6/15/1990,7/30/1990,,,,,,,,,,,,,,,,,,,,
1990010369,"Lancaster, City of",City of Lancaster,,"GROUP 6 EIR GPA 89-13,14,32,33,34,76",EIR,6/15/1990,,REQUEST TO SUBDIVIDE ACRES FOR 16 SINGLE FAMITY HOMES. RE- QUEST TO SUBDIVIDE 61 ACRES FOR 76 SINGLE FAMILY HOMES AND 2 COMMERCIAL LOTS.,https://ceqanet.opr.ca.gov/1990010369/2,"GROUP 6 EIR GPA 89-13,14,32,33,34,76",GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,6/15/1990,7/30/1990,,,,,,,,,,,,,,,,,,,,
1990010371,"Lancaster, City of",City of Lancaster,,GROUP 10 EIR GPA 89-24,EIR,6/15/1990,,A REQUEST TO SUBDIVIDE ACRFES FOR THE PURPOSE OF BUILDING SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010371/2,GROUP 10 EIR GPA 89-24,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,6/15/1990,7/30/1990,,,,,,,,,,,,,,,,,,,,
1990010372,"Lancaster, City of",City of Lancaster,,GROUP 14 EIR GPA 89-73,EIR,6/15/1990,,REQUEST TO SUBDIVIDE 10 ACRES FOR 40 SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010372/2,GROUP 14 EIR GPA 89-73,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,6/15/1990,7/30/1990,,,,,,,,,,,,,,,,,,,,
1990010386,"Lancaster, City of",City of Lancaster,,GROUP 12 EIR GPA NO 89-21,EIR,6/15/1990,,"REQUEST TO SUBDIVIDE 438 ACRES FOR 1,286 SINGLE FAMILY HOMES, A 29 AC. SCHOOL/PARK SITE AND A 12 AC. COMMERCIAL SITE.",https://ceqanet.opr.ca.gov/1990010386/2,GROUP 12 EIR GPA NO 89-21,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,6/15/1990,7/30/1990,,,,,,,,,,,,,,,,,,,,
1990010614,"Lancaster, City of",City of Lancaster,,GROUP 9,EIR,6/13/1990,,"LAND USE DESIGNATION CHANGE TO R (RESIDENTIAL, 3-7 DU/AC), ZONE CHANGE TO R-7,000, R10,000 AND CPD (COMMERCIAL PLANNED DEVELOPMENT).",https://ceqanet.opr.ca.gov/1990010614,GROUP 9,DAVE LEDBETTER,CITY OF LANCASTER,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,20TH ST/30TH ST/,,             70,,14/138,,PALMDALE,No,6/15/1990,7/30/1990,"Commercial, Residential","General Plan Amendment, Land Division (Subdivision, etc.), Rezone, Use Permit","Aesthetics, Air Quality, Cultural Resources, Cumulative Effects, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Public Services, Recreation, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1990010370,"Lancaster, City of",City of Lancaster,,GROUP 7,EIR,6/12/1990,,"LAND USE DESIGNATION CHANGE TO R (RESIDENTIAL, 3.7 DU/AC) ZONE CHANGE FROM RR 2.5 TO R-7,000.",https://ceqanet.opr.ca.gov/1990010370/2,GROUP 7,DAVE LEDBETTER,CITY OF LANCASTER,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,100TH ST/102ND ST,,            345,,,,,No,6/15/1990,7/30/1990,"Commercial, Recreational, Residential","General Plan Amendment, Land Division (Subdivision, etc.), Rezone, Use Permit","Aesthetics, Air Quality, Cultural Resources, Cumulative Effects, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Public Services, Recreation, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1990010588,"Lancaster, City of",City of Lancaster,,GROUP 13,NOP,6/7/1990,,REQUEST TO SUBDIVIDE FOR 962 SINGLE FAMILY UNITS AND MULTI- FAMILY UNITS.,https://ceqanet.opr.ca.gov/1990010588,GROUP 13,CAROL WALDROP,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,AVENUES F & G/ANTELOPE VALLEY FWY,,            458,,,,,No,6/7/1990,7/6/1990,"Commercial, Industrial, Residential","Land Division (Subdivision, etc.)","Flood Plain/Flooding, Geology/Soils, Hydrology/Water Quality, Land Use/Planning, Population/Housing, Public Services, Sewer Capacity, Vegetation",,,,,,,,,,,,,,,,,
1990010390,"Lancaster, City of",City of Lancaster,,LANCASTER PARK AND RIDE LOT,NEG,4/23/1990,,CONSTRUCT A 602 SPACE PARK AND RIDE LOT.,https://ceqanet.opr.ca.gov/1990010390,LANCASTER PARK AND RIDE LOT,SILVIA RUBIA,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,4/23/1990,5/23/1990,,,,,,,,,,,,,,,,,,,,
1990010408,"Lancaster, City of",City of Lancaster,,AMENDMENT OF ZONING ORDINANCE CITY OF LANCASTER,NOP,4/23/1990,,ALLOW DEVELOPMENT ON PARCEL OF LAND CURRENTLY ZONED VEGETAT- IVE MANAGEMENT.,https://ceqanet.opr.ca.gov/1990010408,AMENDMENT OF ZONING ORDINANCE CITY OF LANCASTER,PAUL OCKER,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,"AVENUES H,I,K,L,M",,"          2,306",,SR14,,AF PLNT 42,No,4/26/1990,5/25/1990,Other,,"Aesthetics, Air Quality, Cumulative Effects, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Recreation, Transportation, Vegetation, Wetland/Riparian, Wildlife",,,,,,,,,,,,,,,,,
1990010386,"Lancaster, City of",City of Lancaster,,GROUP 12 EIR GPA NO 89-21,NOP,4/19/1990,,"REQUEST TO SUBDIVIDE 438 ACRES FOR 1,286 SINGLE FAMILY HOMES, A 29 AC. SCHOOL/PARK SITE AND A 12 AC. COMMERCIAL SITE.",https://ceqanet.opr.ca.gov/1990010386,GROUP 12 EIR GPA NO 89-21,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,4/23/1990,4/23/1990,,,,,,,,,,,,,,,,,,,,
1990010365,"Lancaster, City of",City of Lancaster,,GROUP 2 EIR GPA 889-23 & 50,NOP,4/17/1990,,REQUEST TO SUBDIVIDE 120 ACRES FOR 318 SINGLE FAMILY HOMES REQUEST TO SUBDIVIDE 40 ACRES FOR 160 SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010365,GROUP 2 EIR GPA 889-23 & 50,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,4/18/1990,5/18/1990,,,,,,,,,,,,,,,,,,,,
1990010366,"Lancaster, City of",City of Lancaster,,EIR 90-03 GROUP 3 RESIDENTIAL TRACT MAP APPROVALS,NOP,4/17/1990,,"SIX SEPARATE REQUESTS FOR TENTATIVE TRACT MAP APPROVAL SIX REQUESTS FOR GENERAL PLAN AMENDMENTS AND SIX REQUESTS FOR ZONE CHANGES TO ALLOW RESIDENTIAL DEVELOPMENT TO OCCUR AT A MINIMUM LOT SIZE OF 7,000, 8,500 AND 10,000 SQ. FT.",https://ceqanet.opr.ca.gov/1990010366,EIR 90-03 GROUP 3 RESIDENTIAL TRACT MAP APPROVALS,CAROL WALDROP,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,70TH AND 90TH STREETS WEST,,,,,,,No,4/18/1990,5/18/1990,,"General Plan Amendment, Land Division (Subdivision, etc.), Rezone","Aesthetics, Agriculture and Forestry Resources, Air Quality, Cultural Resources, Cumulative Effects, Economics/Jobs, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildfire, Wildlife",,,,,,,,,,,,,,,,,
